Date,1Y,2Y,3Y,5Y,7Y,10Y,15Y,20Y,30Y
2022-09-19,3.443948675953366,3.69439131227183,3.8292144521663136,4.00572393078629,4.086076318242098,4.137004114997832,4.1679960193075685,4.189065262820016,4.2020325504275
2022-09-20,3.5294838468385055,3.7711824275128585,3.917902304179442,4.08254925323666,4.156672694279602,4.199561004633095,4.255820044025816,4.253570302430097,4.262913554748813
2022-09-21,3.4703107314302097,3.68200284717652,3.844029108041801,3.9957209702169405,4.073551932095751,4.106011194599877,4.15566436159775,4.170878305663603,4.178664579512137
2022-09-22,3.4279135028348144,3.6465690194242417,3.8063344868973967,3.9630594382495916,4.034938673070977,4.073148127915811,4.113204995488453,4.110281532039847,4.131332946559218
2022-09-23,3.410022863980736,3.6363456876363003,3.7693155845012556,3.94056012796961,4.0071229653752205,4.056308895782411,4.087008622906965,4.108139555302206,4.120227477326877
2022-09-26,3.4367908319348577,3.645849321996877,3.772330823953197,3.9407497754269336,4.016767385744835,4.062107428098557,4.090396175980417,4.108591317103644,4.121455537201394
2022-09-27,3.408391365049792,3.648853387739039,3.784809434166549,3.9461806488946696,4.033242298085868,4.077987459494503,4.111587694678975,4.13274540716317,4.129555769971834
2022-09-28,3.4185112237410116,3.6262129572686645,3.7756466324972813,3.941668704727061,4.02776292958022,4.08653251224001,4.1026900179752435,4.107196919423116,4.13414840451066
2022-09-29,3.408268547239443,3.626368675917453,3.7835417324605634,3.9508214745250956,4.024771352604826,4.080569881098687,4.111554552649813,4.1188628593801395,4.134310574692329
2022-09-30,3.354230920766964,3.5778177156057027,3.7167458924417365,3.9093639636196436,4.00283707073979,4.040846184397255,4.087738061201146,4.109087998375111,4.125266745143162
2022-10-03,3.3881690684351384,3.6215050066058825,3.778380357121864,3.9529504605667056,4.032313987199488,4.100233710004015,4.14321167373819,4.1521976262336455,4.17904267831363
2022-10-04,3.3674435524889494,3.5709431427019296,3.712733770516895,3.892497135034436,3.9612453667193606,4.013776964705787,4.062365410236631,4.089699919583556,4.090741512773813
2022-10-05,3.379216722607019,3.6014568938814255,3.7425189696558196,3.902755716704963,3.990008599689619,4.051405962336618,4.073006359204405,4.102107680119621,4.12101263770787
2022-10-06,3.4959921519304293,3.68409890910245,3.8225402596246982,3.983838935900867,4.060646221287769,4.110912892583775,4.146367772233203,4.147322298986177,4.1652329336425975
2022-10-07,3.3934519396583442,3.6136536701769644,3.7634027989358656,3.914721895007047,3.9870533381821214,4.045448955283739,4.076888415083525,4.106015994002008,4.104439689983771
2022-10-10,3.409892068745153,3.631411127117446,3.773666648618361,3.9412062996735973,4.025356970662169,4.0710635197547855,4.1130870188961675,4.14057135418223,4.165450424809224
2022-10-11,3.505780900233413,3.7127567920546647,3.862206018943969,4.018832509686701,4.0884741816203585,4.143065016640434,4.176371575522429,4.203071626545473,4.22184398061429
2022-10-12,3.563734939336259,3.768013389821805,3.8849313497839613,4.047201306074167,4.130801551595619,4.166372733584867,4.180947099430019,4.208298502186662,4.21924293534055
2022-10-13,3.562010234217247,3.754015608322338,3.8907971220764592,4.033225785032781,4.119514668012814,4.165776952515327,4.202722239881158,4.208579987770516,4.245220282214646
2022-10-14,3.5881663200400116,3.783022337147995,3.9014764854203565,4.06651770305589,4.1543785366564805,4.2041625843190165,4.237456205464936,4.252252060210675,4.270886470489067
2022-10-17,3.6049485148825484,3.797246807452617,3.9391843606705033,4.076176830928076,4.166797633111607,4.205383254018091,4.237783923232501,4.245535120839757,4.253109170776033
2022-10-18,3.6363824146014294,3.8292666664252812,3.964211359696324,4.100657987231008,4.17330308879275,4.222045860094306,4.248871809619548,4.272307504143596,4.282924062518387
2022-10-19,3.631428853404845,3.8140260499089815,3.9675334897377716,4.124693438708257,4.1937120709186795,4.244138480604371,4.298649036142173,4.310400560228191,4.319638224733931
2022-10-20,3.711009533897366,3.92877154517341,4.070128825023652,4.206469331995649,4.277645263839694,4.329595624444947,4.355238484186782,4.374022713220274,4.381737103213552
2022-10-21,3.7929227469087676,3.981770401800286,4.112087026766502,4.241934655757005,4.31366065184205,4.359146839748104,4.375692983002833,4.39070728458368,4.413859800935
2022-10-24,3.794201142727429,3.9927241363230954,4.131110421592639,4.261669446151923,4.34698752718134,4.393945982785066,4.417443280454473,4.433700630424824,4.440140421513356
2022-10-25,3.799718812387145,4.001532040203003,4.122306575595305,4.2585045329787015,4.321266922483148,4.385007774689907,4.4105044191470695,4.411963802633966,4.419219009668393
2022-10-26,3.8400063311507813,4.036898770909634,4.160959658101199,4.285053799073323,4.36723893475805,4.40382691758087,4.440100144446852,4.417973070931393,4.435549515192895
2022-10-27,3.8885825464186237,4.056268995149993,4.190644176787568,4.338470219240107,4.394481915573956,4.421297887771588,4.446371863474656,4.449483944977786,4.449650994807745
2022-10-28,3.8592389292369615,4.055896225434014,4.155405886198827,4.297999665179631,4.3625894170606765,4.397856891663791,4.408145549963476,4.400780548959847,4.404058291022063
2022-10-31,3.8861907835852194,4.078456980148986,4.200386591721163,4.328144151728702,4.374885349921539,4.411947454560406,4.439419651702866,4.446227736776432,4.4453574956109465
2022-11-01,3.9498135915369854,4.141283668200185,4.261870475103753,4.375439672410807,4.423238341048393,4.460073885578715,4.479859966762623,4.481595080648707,4.484318509968232
2022-11-02,4.01530579501898,4.194798439416725,4.306844527952115,4.44717164484786,4.4910695239262255,4.51736251194992,4.540403175939286,4.552662707262519,4.552684521876692
2022-11-03,4.015139151959828,4.189706370899804,4.294154639089781,4.399053886546975,4.4634471689304505,4.496256555941097,4.490898337774981,4.49317650406788,4.503138661465749
2022-11-04,3.967349586480179,4.127600728035869,4.269414793453196,4.385598154289822,4.443338743229662,4.474624842158259,4.504474276893313,4.507240614551175,4.503384618173677
2022-11-07,3.9077374879853144,4.091064351032559,4.210937091088483,4.338492101630626,4.389575131801824,4.421338080266338,4.447606674050598,4.4451274770091445,4.449163399657638
2022-11-08,3.9011934697250505,4.071670434774434,4.18571533615413,4.314505047137455,4.37336601009644,4.419153022252224,4.416110486060896,4.423046391140787,4.432660903092037
2022-11-09,3.8362441040620445,4.023801022618299,4.1332725128046715,4.275076902565655,4.319218409377818,4.349705435661191,4.354684325969338,4.3468818558683155,4.350043926391397
2022-11-10,3.880082614278585,4.060722242357193,4.174700138767606,4.300219507140028,4.35787087026836,4.349541794623038,4.373936583286165,4.370759974744476,4.357370834559616
2022-11-11,3.8719564871131404,4.045018146234953,4.148429952430296,4.272132777781747,4.311334058654495,4.333838012443974,4.3377565429586395,4.3448804829370475,4.342489397561317
2022-11-14,3.9024868723761545,4.072542748739544,4.185134344244447,4.321176970167056,4.366346263336101,4.378309006389136,4.394754746908827,4.401521323808869,4.388233751999229
2022-11-15,4.002640730259843,4.169074843611176,4.288010173635325,4.406252692246083,4.441007624272091,4.469063050170213,4.449029809850748,4.463014361091766,4.464946633266477
2022-11-16,4.015290810769831,4.19813947963641,4.3016198370938845,4.418610992716008,4.4338081561853855,4.46438873597745,4.473047763059808,4.478782389821922,4.481604284586688
2022-11-17,4.04483674250975,4.196273215646989,4.321332633545102,4.4387456197188095,4.471911956437127,4.488623688646699,4.506580784189524,4.508124236967124,4.507705135972906
2022-11-18,3.9838086855571135,4.173103864321702,4.275449288356528,4.397935301420056,4.4343064525727955,4.456125202905903,4.462951853718183,4.475479423710314,4.464999806867371
2022-11-21,4.016699949771197,4.1954641725615005,4.313483420641501,4.4253873415313425,4.463978263688829,4.475209507459117,4.486026455029478,4.492375359957671,4.489420950333929
2022-11-22,4.0752060237337115,4.2520909061322145,4.3649762018971,4.4796010003681594,4.520603052708865,4.541156173630975,4.540447746556138,4.540449601811089,4.538904395293545
2022-11-23,4.12306572160584,4.296318215171101,4.416462183330438,4.5352740670882135,4.572211577329244,4.603605505680318,4.610418727272917,4.60454950092839,4.597750124636828
2022-11-24,4.026121586829492,4.22192782143095,4.3251481042572175,4.464733737240248,4.510120758875101,4.539892244983303,4.556742881636527,4.545558769118158,4.5560827807697875
2022-11-25,4.031686245780276,4.219405239082236,4.312812652630039,4.450033633067821,4.495164155704495,4.507324448119317,4.52840046290426,4.5117841800222775,4.504753624985419
2022-11-28,4.030774573226423,4.221996042548013,4.345749313993205,4.4764011849448515,4.529361203936964,4.559086501250677,4.580308330401503,4.565081069235043,4.586637901149704
2022-11-29,4.017193464886586,4.212496369572239,4.339117372761818,4.456735046164241,4.50255628243396,4.521399811125523,4.520538287508043,4.522892544683983,4.535458208284501
2022-11-30,3.9565286180271118,4.1487582952241135,4.287943290217992,4.410339704090592,4.470825154696628,4.499581342312749,4.50788126821281,4.52376360597906,4.521260088389194
2022-12-01,3.9924302046668467,4.1838177909495045,4.3087538210091685,4.431617460364872,4.481914385573304,4.519614120829802,4.509146322303864,4.516920213085387,4.5091174101443405
2022-12-02,3.933243505797455,4.118060256945381,4.234525461856496,4.357132636386612,4.418922240783159,4.434286845723476,4.4602418508512125,4.453800155426762,4.456017499718736
2022-12-05,3.977117236847006,4.158000747581739,4.283907047111466,4.389431090788721,4.427679173121399,4.483135223860172,4.480127382492586,4.502355047180027,4.501551014331385
2022-12-06,3.896395674999628,4.0825063696747055,4.206621836422063,4.317312810435481,4.364846596502199,4.397852536720376,4.404698260721982,4.422324503064338,4.407594962513302
2022-12-07,3.8748817691035535,4.057505914861744,4.176035276687655,4.306783646720868,4.348047340248961,4.3787516820997965,4.385209779873412,4.375990207436536,4.387486035582222
2022-12-08,3.827003568157081,4.0248900089781054,4.138149399558145,4.271576398117741,4.3148014388025855,4.344991454564898,4.3491972838431465,4.356777867807709,4.357428127349572
2022-12-09,3.797891557501843,3.9907776373919055,4.120035676575463,4.239083050455208,4.287533869909091,4.33514636374813,4.343761922724965,4.347791497236345,4.344138811242546
2022-12-12,3.928941747587179,4.102920705746083,4.243946063873224,4.359265122891616,4.416932231026457,4.438143976160589,4.453404104550191,4.455421151332357,4.4497884623802975
2022-12-13,3.926332838098617,4.112446009754792,4.2324526909521145,4.348877514917542,4.412625128820584,4.437845544263258,4.439751780315261,4.4455268764021225,4.432337314179355
2022-12-14,3.90665869848645,4.0977859097066665,4.2207630453494565,4.356495735798784,4.380827163984727,4.415243222604506,4.426694199631538,4.414823275363048,4.417925982848038
2022-12-15,3.870212261520329,4.0778811844921075,4.191426526387497,4.321904599708109,4.3548394547924,4.36640791818521,4.378453352692862,4.372899334622503,4.381463369476252
2022-12-16,3.9482972326158197,4.13910964969936,4.268193322672205,4.382472518858148,4.424948221097318,4.445323606903813,4.44163709454794,4.446299689331484,4.445831955561163
2022-12-19,3.8963878834422867,4.104276956150359,4.210332819661942,4.335902873769113,4.3771001751996055,4.414496748129377,4.415509610431476,4.4197749073688355,4.41231026467966
2022-12-20,3.7916963287225336,4.008305072081638,4.134915406345632,4.276348984997455,4.320569056981806,4.359396392125716,4.36544964328851,4.367718301384221,4.367366468797902
2022-12-21,3.8174656516411063,4.021102922445575,4.157750688346085,4.30007415455406,4.349839355171924,4.364976366945678,4.377499856833287,4.377270834915392,4.37767456595053
2022-12-22,3.764505248511677,3.998111510050637,4.14253748245849,4.271468512969054,4.346020292245083,4.374856657162536,4.390320758984796,4.380729470611187,4.377306256411035
2022-12-23,3.7769693208894024,3.993858757023568,4.120397939497556,4.225534961598919,4.282584385220487,4.321054688857435,4.320387680822471,4.311223935479993,4.322659767072761
2022-12-26,3.740422919714724,3.9425087885195156,4.0731479855318105,4.1985373279421205,4.2522277606178465,4.289987660777805,4.280554157737076,4.284096402126663,4.298242898021488
2022-12-27,3.77466220067205,3.9521816348815353,4.089465531342529,4.213645691044459,4.283720661582063,4.307222739270482,4.3049252365947295,4.303825506932058,4.309903462197635
2022-12-28,3.644976029459772,3.8653570477410475,4.005351739935431,4.129557258404582,4.2089359966139135,4.2359048659496965,4.252673987004764,4.2627136694115615,4.256246158282804
2022-12-29,3.620353711451991,3.8316317375808557,3.977017948946428,4.132287717719637,4.19410936359868,4.235888633858462,4.245390302120061,4.2577379524026435,4.28154555103417
2022-12-30,3.643963459484857,3.849663124718843,3.991170016755288,4.1266029594060685,4.207809982094128,4.24409258567809,4.241308010720036,4.2481407386888455,4.26639253110514
2023-01-02,3.648208477663743,3.857736737612903,4.004053615302056,4.135449837936533,4.199556410276311,4.230800358623179,4.232050789382343,4.235899093815376,4.24133407989274
2023-01-03,3.6556061581720245,3.86279082527086,3.9879296240577524,4.144120235571471,4.186083970158402,4.209424327520252,4.222407826845325,4.220849404494743,4.225369169482578
2023-01-04,3.5296573686126966,3.7540953188230892,3.8931206246080916,4.041426230182018,4.104723582706718,4.135184352722872,4.141158084448334,4.1496556268873706,4.160265909430824
2023-01-05,3.5102676259205117,3.7420905468807746,3.886857172919978,4.042141556836808,4.092247501999907,4.138428597865937,4.138039006396019,4.141387931829651,4.146306472693794
2023-01-06,3.4766164425230976,3.7162503817539627,3.8615651767069363,4.022673978897543,4.066872244551649,4.097709288856274,4.116183928098074,4.126412966578225,4.128067666831115
2023-01-09,3.345606152546926,3.5636832287450986,3.7120453085522986,3.8520349216314083,3.917428827857505,3.961622593819371,3.9619066536903786,3.978502204906315,3.991942821423431
2023-01-10,3.3609726172570995,3.5610080303202447,3.7048449099306513,3.866398110578283,3.9140765566636047,3.96754043818283,3.9881754620601186,3.9791220990559606,3.9806881276291617
2023-01-11,3.308402693322295,3.5494352901393382,3.680615844067714,3.8402379215806626,3.9232629119318596,3.962755383183773,3.9725913386237677,3.9874118214481373,4.003742445749799
2023-01-12,3.281510670364058,3.5074093625139673,3.654393309069976,3.791369082561062,3.8894633642275283,3.9480201434643405,3.9595843817209695,3.9802938188625907,3.9962245584702436
2023-01-13,3.2711356169047474,3.4846663673403038,3.6379216892299455,3.7937520032760315,3.8614659780229346,3.9113860475065723,3.9329662670344803,3.970180574556412,3.958687920908222
2023-01-16,3.244407969104476,3.4662799917181224,3.61416418629299,3.7785922459312724,3.860368641174268,3.9204494525815514,3.9434734791246795,3.9767380254622586,3.984349130325103
2023-01-17,3.232277268198798,3.4667882232968075,3.6146985052334095,3.7878132364461097,3.864272252686164,3.932433462386415,3.970218061652704,3.9829985924536464,4.0174026008695405
2023-01-18,3.271389670544532,3.4919931778229043,3.626007525894657,3.81639370759027,3.8907953917940943,3.9436160868814945,4.007854552003738,4.022609209728498,4.034926861553811
2023-01-19,3.1776277162012074,3.398966953078746,3.5591564873446435,3.728834766144862,3.8125242576298484,3.897193722500841,3.9233469060831037,3.952971186304291,3.97270642457878
2023-01-20,3.06579721483804,3.2905594705023695,3.47153444136325,3.6708336057353925,3.767052781480411,3.8255189153261933,3.8654420826041815,3.900732625312682,3.9089250255488777
2023-01-23,3.023068128245211,3.272765845490668,3.411081190395946,3.6036721905254923,3.7011777178261216,3.7687143722433616,3.813304371172172,3.8243259729268537,3.8689238298209085
2023-01-24,3.0559838051397636,3.293089579398934,3.4366457628829625,3.627551905924677,3.7242115728839735,3.7863895296576873,3.847668168815609,3.8468995000914363,3.879843782328507
2023-01-25,2.9915993611783933,3.228963593117047,3.3902434476407577,3.5720970260388025,3.677330799676771,3.7336740017664023,3.782084004188823,3.8025100866277675,3.8393958879008565
2023-01-26,2.995594373943318,3.23158166641595,3.3862866185425533,3.576231595374162,3.6628245110554087,3.724061363144091,3.7843530180801976,3.8110065456950095,3.841139259546583
2023-01-27,3.019952024132523,3.2427218061883143,3.432571103833731,3.6060579004510886,3.6927131248628027,3.780668175433898,3.8306314086362585,3.8448400704726193,3.869547193468609
2023-01-30,3.0714771037332773,3.3060494841162105,3.4667363910268425,3.667809029491622,3.734783458515514,3.783445456202728,3.841650974316308,3.858322080943319,3.8669817987212975
2023-01-31,3.0301669779104143,3.2705783798622616,3.448198846416385,3.6279924512298605,3.7428897182765835,3.8016082149458095,3.8353011635340186,3.8722654981325246,3.8867275970634183
2023-02-01,3.02329813178103,3.258836167558135,3.4554970712752757,3.635566985433941,3.735250034290711,3.795074768208662,3.8389585923856515,3.8689027405616705,3.8859655772709436
2023-02-02,3.0097017460247977,3.2534287498973677,3.4192716153760228,3.6058503675102536,3.7064216207630896,3.7784515812104225,3.8285342030752036,3.865612119525409,3.8969721712163548
2023-02-03,3.0868771605921315,3.3279959368585144,3.4924743393358546,3.687532393537976,3.7814649693511053,3.858414399143708,3.90051432525868,3.935875285692006,3.949972534574959
2023-02-06,3.1561749054814165,3.391752928540052,3.5318004811275485,3.7406224585578842,3.8107975883515577,3.8755617918046563,3.9107413534393975,3.95587701864163,3.968812997995963
2023-02-07,3.1183329898610026,3.3525124315566517,3.49445590228761,3.7041265307325446,3.7958430925938065,3.8642817930730726,3.9088936578829583,3.929852560769736,3.9704426171025573
2023-02-08,3.00959692784752,3.266725271911663,3.4306941749631217,3.6290007456102495,3.7281245924513233,3.8054430426461687,3.8664611586055018,3.8859087772514607,3.927805626360156
2023-02-09,2.969905911121609,3.2347201529793015,3.393617069779007,3.6012138705020837,3.7196206869388417,3.793527595901236,3.8448644136677697,3.8709346571490957,3.8806517440424666
2023-02-10,3.057215261225762,3.2899656421834105,3.4659953218388866,3.6417187130700173,3.7584751916830363,3.8215975304928373,3.867124856964444,3.881481794732256,3.9259839148865217
2023-02-13,3.0885031672098555,3.32155779513237,3.490933727864835,3.680771757698731,3.769769687880025,3.8331484338627004,3.8912332948317867,3.9078906772411277,3.9435983608516776
2023-02-14,3.03198224624102,3.2509355895775527,3.4192063867980886,3.609531990834577,3.7091980530346143,3.7705729841385307,3.830123573465308,3.843350338775833,3.8797233333120213
2023-02-15,3.054754281649144,3.2889071680838655,3.4538408376016925,3.6314195904834503,3.736874335298428,3.8098248691794616,3.8599042443103153,3.881881952988635,3.9161633010009975
2023-02-16,3.051808155856564,3.2769627575427758,3.434831554925543,3.6292834644279117,3.7197979599177735,3.7934240334120437,3.8401059879707247,3.866106374460422,3.8925543008187935
2023-02-17,3.081218408517736,3.3005828018096177,3.459434488538738,3.6446403347699134,3.735413713456857,3.812087933311557,3.8424566931044293,3.86558429796115,3.8860453302803712
2023-02-20,3.082330048291973,3.28097208091806,3.445807182374515,3.618957752769997,3.6807831171480645,3.746915456075861,3.7777367034046687,3.801549197049083,3.825945246803057
2023-02-21,3.150010743288092,3.3731901408789207,3.527405349120015,3.6849278791934927,3.7699717898552323,3.829150839171589,3.877550709745407,3.895277738523053,3.930667822811257
2023-02-22,3.237772686715876,3.4339231458017285,3.5856515966381672,3.751350677655224,3.8183303950289695,3.892549351730325,3.9176398222658904,3.937972373846879,3.9609599259184067
2023-02-23,3.2734088284640093,3.4964500364950557,3.6608767030627503,3.8188276413324576,3.909476671351433,3.9570970499808884,3.9892014170158765,4.007726130928801,4.0242711461101
2023-02-24,3.3315435085489953,3.5446732542200805,3.6874776384852095,3.843197115509197,3.934744520103032,3.9799378322029133,4.001866874440886,4.0246401588805325,4.042588769537057
2023-02-27,3.2868669262774444,3.5089588943004224,3.65415190845407,3.8393462582462052,3.9180343712228347,3.971475163621123,4.012624842833977,4.034298496863737,4.049119235764424
2023-02-28,3.3785693632705835,3.5902201708354595,3.7212523188051665,3.8869520591029474,3.9772868745667505,4.033761955343059,4.065551975885393,4.077487678708647,4.095389345995656
2023-03-01,3.3762495524621503,3.5971259464488035,3.741420535282168,3.9037467890067084,3.9805330820755414,4.038248363527904,4.078227556851891,4.09558222409404,4.110265031831942
2023-03-02,3.41623507111372,3.628124938208063,3.780521380604643,3.930192123713006,4.00782665734018,4.081090454796986,4.09875823836211,4.115513165255531,4.126376019778656
2023-03-03,3.3759285958167844,3.5745920897111807,3.7364521310352985,3.8855135362188626,3.9671890513008856,4.021847527321278,4.062330358544578,4.108743642947201,4.103066417361735
